ComplexID,Organism,subunits(UniProt IDs),subunits(Gene name)
2437,Human,O00622;P05556;P23229,CCN1;ITGB1;ITGA6
2439,Human,P05556;P53708,ITGB1;ITGA8
2440,Human,P05556;Q13443;Q13797,ITGB1;ADAM9;ITGA9
2442,Human,P05556;P19320;Q13797,ITGB1;VCAM1;ITGA9
2443,Human,P05556;P24821;Q13797,ITGB1;TNC;ITGA9
2444,Human,P05556;Q13797,ITGB1;ITGA9
2445,Human,P05556;Q13444;Q13797,ITGB1;ADAM15;ITGA9
2446,Human,O43915;P05556;Q13797,VEGFD;ITGB1;ITGA9
2447,Human,O43184;P05556;Q13797,ADAM12;ITGB1;ITGA9
2453,Human,P00533;Q13191;Q96B97,EGFR;CBLB;SH3KBP1
2454,Human,P00533;P22681;Q96B97;Q99962,EGFR;CBL;SH3KBP1;SH3GL2
2455,Human,Q96B97;Q99962,SH3KBP1;SH3GL2
2456,Human,P08581;P22681;Q96B97;Q99963,MET;CBL;SH3KBP1;SH3GL3
2457,Human,Q96B97;Q99963,SH3KBP1;SH3GL3
2462,Human,Q03135,CAV1
2470,Human,P03372;P12931;P27986;P56945,ESR1;SRC;PIK3R1;BCAR1
2471,Human,P12931;Q05655;Q9H5V8,SRC;PRKCD;CDCP1
2476,Human,P16234;P46108;P46109;Q13905,PDGFRA;CRK;CRKL;RAPGEF1
2480,Human,P22681;P27986;P46108;P56945;P62993;Q07889;Q96B97,CBL;PIK3R1;CRK;BCAR1;GRB2;SOS1;SH3KBP1
2486,Human,O14908;P22888,GIPC1;LHCGR
2487,Human,O14908;P04629;P49795,GIPC1;NTRK1;RGS19
2489,Human,O14931;P20963,NCR3;CD247
2510,Human,O43516;P42768;P43403;P46109,WIPF1;WAS;ZAP70;CRKL
2511,Human,O43516;P42768;P46109,WIPF1;WAS;CRKL
2513,Human,O00401,WASL
2528,Human,P04626;P29353;Q9Y316,ERBB2;SHC1;MEMO1
2529,Human,O43561;P15498;P19174;P22681;P27986;P62993;Q13094,LAT;VAV1;PLCG1;CBL;PIK3R1;GRB2;LCP2
2534,Human,P22681;P62993;Q13094,CBL;GRB2;LCP2
2535,Human,P22681;P29353;P62993;Q13094,CBL;SHC1;GRB2;LCP2
2536,Human,P07948;P16885;P62993;Q13094,LYN;PLCG2;GRB2;LCP2
2537,Human,P16885;P17252;Q13393,PLCG2;PRKCA;PLD1
2541,Human,P08581;P14210,MET;HGF
2542,Human,P00533;P22681;P62993,EGFR;CBL;GRB2
2547,Human,O43561;P19174;Q07889;Q13094,LAT;PLCG1;SOS1;LCP2
2551,Human,P16234;P19174;P27986;Q06124,PDGFRA;PLCG1;PIK3R1;PTPN11
2559,Human,P06239;P49069,LCK;CAMLG
2563,Human,P06241;P07948;P21802;P22681,FYN;LYN;FGFR2;CBL
2564,Human,P06241;P07947;P07948;P20936,FYN;YES1;LYN;RASA1
2565,Human,P06239;P06241;P07948;P11836,LCK;FYN;LYN;MS4A1
2572,Human,P20339;Q15075,RAB5A;EEA1
2573,Human,P20339;Q15075;Q96JC1;Q9H269;Q9H270;Q9P253,RAB5A;EEA1;VPS39;VPS16;VPS11;VPS18
2574,Human,P15391;P15498;P27986,CD19;VAV1;PIK3R1
2577,Human,P06213;P27986;P35568;Q07666,INSR;PIK3R1;IRS1;KHDRBS1
2578,Human,P20936;Q07666,RASA1;KHDRBS1
2579,Human,O15392;Q96GD4;Q9NQS7,BIRC5;AURKB;INCENP
2580,Human,O15392,BIRC5
2581,Human,O14965;O15392;P20936,AURKA;BIRC5;RASA1
2582,Human,O15392;Q53HL2;Q96GD4,BIRC5;CDCA8;AURKB
2589,Human,Q08170;Q13243;Q13247;Q9UBK2,SRSF4;SRSF5;SRSF6;PPARGC1A
2590,Human,Q12778;Q14192;Q96EB6,FOXO1;FHL2;SIRT1
2592,Human,Q96EB6,SIRT1
2593,Human,O43524;Q96EB6,FOXO3;SIRT1
2598,Human,P18615;Q8IXH7;Q8WX92;Q9H3P2,NELFE;NELFCD;NELFB;NELFA
2599,Human,O60563;P19338;P24928;P50750;Q9P2I0;Q9UBK2,CCNT1;NCL;POLR2A;CDK9;CPSF2;PPARGC1A
2600,Human,O60244;O60563;O60885;O75448;P50750;Q15648;Q93074;Q9NVC6,MED14;CCNT1;BRD4;MED24;CDK9;MED1;MED12;MED17
2601,Human,O60563;O60885;P50750;Q15648,CCNT1;BRD4;CDK9;MED1
2604,Human,O60563;P50750;Q13309,CCNT1;CDK9;SKP2
2605,Human,O60563;P28799,CCNT1;GRN
2625,Human,O75586;P09874;P49336,MED6;PARP1;CDK8
2626,Human,O43513;O75586;P24863;P49336;Q15648,MED7;MED6;CCNC;CDK8;MED1
2628,Human,P24863;Q00526,CCNC;CDK3
2638,Human,P24928;P50613;Q06330;Q09472;Q7KZ85;Q92793,POLR2A;CDK7;RBPJ;EP300;SUPT6H;CREBBP
2639,Human,O60563;P24928;P46531;P49336;P50613;P50750;Q06330;Q09472;Q15648;Q7KZ85;Q92585;Q9BT40;Q9Y5B9,CCNT1;POLR2A;NOTCH1;CDK8;CDK7;CDK9;RBPJ;EP300;MED1;SUPT6H;MAML1;INPP5K;SUPT16H
2641,Human,P15172;Q92793;Q92831,MYOD1;CREBBP;KAT2B
2642,Human,Q09472;Q15797,EP300;SMAD1
2649,Human,P01106;Q13105;Q9Y6K1,MYC;ZBTB17;DNMT3A
2650,Human,Q9UBC3;Q9UJW3,DNMT3B;DNMT3L
2651,Human,Q9UJW3;Q9Y6K1,DNMT3L;DNMT3A
2653,Human,P01106;P61244;Q92830;Q9Y4A5,MYC;MAX;KAT2A;TRRAP
2657,Human,P03372;P50613;P51946;P51948;Q13330;Q92769,ESR1;CDK7;CCNH;MNAT1;MTA1;HDAC2
2670,Human,P03372;P04637;Q00987,ESR1;TP53;MDM2
2678,Human,O43524;P04637,FOXO3;TP53
2679,Human,P04637;P08047,TP53;SP1
2681,Human,P04637,TP53
2685,Human,O15514;P13984;P19387;P19388;P24928;P30876;P35269;P36954;P52434;P52435;P53803;P61218;P62487;P62875;Q00403;Q9BWH6;Q9Y5B0,POLR2D;GTF2F2;POLR2C;POLR2E;POLR2A;POLR2B;GTF2F1;POLR2I;POLR2H;POLR2J;POLR2K;POLR2F;POLR2G;POLR2L;GTF2B;RPAP1;CTDP1
2686,Human,O15514;P19387;P19388;P24928;P30876;P36954;P38398;P52434;P52435;P53803;P61218;P62487;P62875,POLR2D;POLR2C;POLR2E;POLR2A;POLR2B;POLR2I;BRCA1;POLR2H;POLR2J;POLR2K;POLR2F;POLR2G;POLR2L
2688,Human,O95832;P50281,CLDN1;MMP14
2692,Human,P01100;P05412;P84022;Q13485,FOS;JUN;SMAD3;SMAD4
2693,Human,P01100;P05412;Q13469,FOS;JUN;NFATC2
2694,Human,P01100;P05412;P11308,FOS;JUN;ERG
2695,Human,P01100;P05412;P15036,FOS;JUN;ETS2
2699,Human,P03372;P05412;Q9Y3R0,ESR1;JUN;GRIP1
2700,Human,P03372;P05412,ESR1;JUN
2704,Human,Q13485;Q9UPN9,SMAD4;TRIM33
2705,Human,P49711;P84022;Q13485,CTCF;SMAD3;SMAD4
2706,Human,P08047;P84022;Q13485,SP1;SMAD3;SMAD4
2707,Human,O43524;P55316;P84022;Q13485,FOXO3;FOXG1;SMAD3;SMAD4
2708,Human,P05412;P84022;Q13485,JUN;SMAD3;SMAD4
2709,Human,P01033;P14780;Q07954,TIMP1;MMP9;LRP1
2711,Human,P05067,APP
2714,Human,O14757;Q13616,CHEK1;CUL1
2715,Human,P62877;P63208;Q13098;Q13309;Q13616;Q13617;Q13618;Q99627,RBX1;SKP1;GPS1;SKP2;CUL1;CUL2;CUL3;COPS8
2716,Human,O95163;Q6IA86;Q9H9T3,ELP1;ELP2;ELP3
2717,Human,O95786;Q14258,DDX58;TRIM25
2718,Human,Q12834;Q13257,CDC20;MAD2L1
2719,Human,P09429;P19784;P67870;P68400,HMGB1;CSNK2A2;CSNK2B;CSNK2A1
2720,Human,P19784;P67870;P68400,CSNK2A2;CSNK2B;CSNK2A1
2721,Human,O15047;O15294;O75182;O75446;P07900;P08047;P11021;P11142;P34932;P51610;P61964;Q09028;Q13547;Q16576;Q92769;Q96ST3;Q9H7L9;Q9UBL3,SETD1A;OGT;SIN3B;SAP30;HSP90AA1;SP1;HSPA5;HSPA8;HSPA4;HCFC1;WDR5;RBBP4;HDAC1;RBBP7;HDAC2;SIN3A;SUDS3;ASH2L
2723,Human,O60934;Q13315,NBN;ATM
2724,Human,P25963;P63208;Q13616;Q9Y297,NFKBIA;SKP1;CUL1;BTRC
2725,Human,P25963;P63208;Q13616;Q9UKB1,NFKBIA;SKP1;CUL1;FBXW11
2726,Human,P18084;P49023;Q05397,ITGB5;PXN;PTK2
2727,Human,O14920;O15111;P10155;Q15596;Q92793;Q9Y6K9;Q9Y6Q9,IKBKB;CHUK;RO60;NCOA2;CREBBP;IKBKG;NCOA3
2728,Human,P10155;Q15596;Q15788;Q92793,RO60;NCOA2;NCOA1;CREBBP
2730,Human,P61964;Q15291;Q6UXN9;Q9P0U4;Q9UBL3;Q9UPS6,WDR5;RBBP5;WDR82;CXXC1;ASH2L;SETD1B
2731,Human,O15047;P61964;Q15291;Q6UXN9;Q9P0U4;Q9UBL3,SETD1A;WDR5;RBBP5;WDR82;CXXC1;ASH2L
2734,Human,P49768;Q92542;Q96BI3,PSEN1;NCSTN;APH1A
2735,Human,P49810;Q92542;Q96BI3,PSEN2;NCSTN;APH1A
2736,Human,Q96FE5;Q9BZR6;Q9NS68,LINGO1;RTN4R;TNFRSF19
2738,Human,P15927;P27694;P35244;P54132;Q13472;Q9H9A7,RPA2;RPA1;RPA3;BLM;TOP3A;RMI1
2739,Human,O15287;O15360;P27694;P54132;Q00597;Q13472;Q8NB91;Q9H9A7;Q9HB96;Q9NPI8;Q9NW38,FANCG;FANCA;RPA1;BLM;FANCC;TOP3A;FANCB;RMI1;FANCE;FANCF;FANCL
2743,Human,Q9UDY8-1;Q9Y4K3,MALT1;TRAF6
2744,Human,Q12933;Q9UDY8;Q9UDY8-1,TRAF2;MALT1;MALT1
2745,Human,O95999-1;Q9BXL7;Q9UDY8-1;Q9Y4K3,BCL10;CARD11;MALT1;TRAF6
2749,Human,Q15047;Q6VMQ6,SETDB1;ATF7IP
2752,Human,O95999;Q9BXL7;Q9UDY8,BCL10;CARD11;MALT1
2753,Human,O15117;O95999;Q9BXL7;Q9UDY8,FYB1;BCL10;CARD11;MALT1
2754,Human,P17535;P53539;P84022;Q13485,JUND;FOSB;SMAD3;SMAD4
2755,Human,O15042;O43143;O75533;O75937;O75940;P08579;P09661;P10809;P14678;P26368;P62304;P62306;P62308;P62314;P62316;P62318;Q01081;Q07955;Q12874;Q12931;Q13435;Q15393;Q15427;Q15428;Q15459;Q7L014;Q7RTV0;Q8IWX8;Q96I25;Q9BWJ5;Q9P0W2;Q9UHX1;Q9Y3B4,U2SURP;DHX15;SF3B1;DNAJC8;SMNDC1;SNRPB2;SNRPA1;HSPD1;SNRPB;U2AF2;SNRPE;SNRPF;SNRPG;SNRPD1;SNRPD2;SNRPD3;U2AF1;SRSF1;SF3A3;TRAP1;SF3B2;SF3B3;SF3B4;SF3A2;SF3A1;DDX46;PHF5A;CHERP;RBM17;SF3B5;HMG20B;PUF60;SF3B6
2756,Human,P61088;Q15819,UBE2N;UBE2V2
2757,Human,P14678;P62304;P62306;P62308;P62318;P83369;Q969L4,SNRPB;SNRPE;SNRPF;SNRPG;SNRPD3;LSM11;LSM10
2758,Human,O43318;Q15750;Q9NYJ8,MAP3K7;TAB1;TAB2
2759,Human,Q6VMQ6;Q9UIS9,ATF7IP;MBD1
2760,Human,O43524;P84022;Q13485,FOXO3;SMAD3;SMAD4
2761,Human,P84022;Q12778;Q13485,SMAD3;FOXO1;SMAD4
2762,Human,P84022;P98177;Q13485,SMAD3;FOXO4;SMAD4
2763,Human,O43463;P45973;Q9UIS9,SUV39H1;CBX5;MBD1
2764,Human,O14744,PRMT5
2765,Human,Q99873,PRMT1
2766,Human,P12956;P13010;P49959;Q15554;Q92878;Q9BSI4;Q9NYB0,XRCC6;XRCC5;MRE11;TERF2;RAD50;TINF2;TERF2IP
2767,Human,O60934;P49959;Q92878,NBN;MRE11;RAD50
2770,Human,P16144;P21926;P23229,ITGB4;CD9;ITGA6
2772,Human,P63208;Q13616;Q16526;Q9UKT7,SKP1;CUL1;CRY1;FBXL3
2773,Human,P63208;Q13616;Q49AN0;Q9UKT7,SKP1;CUL1;CRY2;FBXL3
2774,Human,P16104;Q12888;Q14676,H2AX;TP53BP1;MDC1
2775,Human,Q12888;Q14676;Q14683,TP53BP1;MDC1;SMC1A
2776,Human,P38398;Q92878,BRCA1;RAD50
2783,Human,P33240;P38398;Q99728,CSTF2;BRCA1;BARD1
2786,Human,P38398;Q6UWZ7;Q96RL1;Q99728,BRCA1;ABRAXAS1;UIMC1;BARD1
2787,Human,P38398;Q96RL1;Q99708;Q99728,BRCA1;UIMC1;RBBP8;BARD1
2788,Human,O14867;P38398;Q99728,BACH1;BRCA1;BARD1
2789,Human,P11308;P15036,ERG;ETS2
2790,Human,P14921;P15036,ETS1;ETS2
2791,Human,P33991;P33993;Q14566,MCM4;MCM7;MCM6
2792,Human,P33991;P33993;P49736;Q14566,MCM4;MCM7;MCM2;MCM6
2797,Human,P12004;P35249;P35250;P40937;P40938;Q8WVB6,PCNA;RFC4;RFC2;RFC5;RFC3;CHTF18
2798,Human,O95832;P08253,CLDN1;MMP2
2801,Human,P48431;Q01860,SOX2;POU5F1
2802,Human,P14859;P48431,POU2F1;SOX2
2803,Human,P26367;P48431,PAX6;SOX2
2804,Human,P0CG13;P35249;P35250;P40937;P40938;Q8WVB6;Q9BVC3,CHTF8;RFC4;RFC2;RFC5;RFC3;CHTF18;DSCC1
2805,Human,P0CG13;Q9BVC3,CHTF8;DSCC1
2809,Human,O60671;O60921;P27695;Q99638,RAD1;HUS1;APEX1;RAD9A
2811,Human,P00519;P38398,ABL1;BRCA1
2812,Human,P19387;P30876;Q9BWH6,POLR2C;POLR2B;RPAP1
2813,Human,P38398;P84022,BRCA1;SMAD3
2814,Human,P38398;Q13547;Q92769,BRCA1;HDAC1;HDAC2
2815,Human,O14867;O60934;P38398;P49959;Q92547;Q92878;Q99708;Q99728,BACH1;NBN;BRCA1;MRE11;TOPBP1;RAD50;RBBP8;BARD1
2816,Human,P05106;P06756,ITGB3;ITGAV
2817,Human,O14867;P38398;P40692;P52701;Q92547;Q99728,BACH1;BRCA1;MLH1;MSH6;TOPBP1;BARD1
2818,Human,P38398;P51587;Q99728,BRCA1;BRCA2;BARD1
2819,Human,P38398;Q13363;Q99708,BRCA1;CTBP1;RBBP8
2820,Human,P38398;P55072,BRCA1;VCP
2821,Human,P04637;Q96EB6,TP53;SIRT1
2822,Human,P38398;P61077;Q99728,BRCA1;UBE2D3;BARD1
2823,Human,P38398;P68036;Q99728,BRCA1;UBE2L3;BARD1
2824,Human,P38398;Q06609,BRCA1;RAD51
2825,Human,O15514;P13984;P18074;P19387;P19388;P19447;P20226;P24928;P29083;P29084;P30876;P32780;P35269;P36954;P38398;P52434;P52435;P53803;P61218;P62487;P62875;Q00403;Q13503;Q13888;Q13889;Q92759,POLR2D;GTF2F2;ERCC2;POLR2C;POLR2E;ERCC3;TBP;POLR2A;GTF2E1;GTF2E2;POLR2B;GTF2H1;GTF2F1;POLR2I;BRCA1;POLR2H;POLR2J;POLR2K;POLR2F;POLR2G;POLR2L;GTF2B;MED21;GTF2H2;GTF2H3;GTF2H4
2826,Human,P04004;P05106;P06756,VTN;ITGB3;ITGAV
2829,Human,P51532;P84022;Q13485;Q15796;Q8NFD5;Q8TAQ2;Q92793;Q92922;Q9UPN9;Q9Y6Q9,SMARCA4;SMAD3;SMAD4;SMAD2;ARID1B;SMARCC2;CREBBP;SMARCC1;TRIM33;NCOA3
2830,Human,P84022;Q15796;Q9UPN9,SMAD3;SMAD2;TRIM33
2833,Human,Q8IYB3;Q9UQ35,SRRM1;SRRM2
2834,Human,P84022;Q13485;Q15796,SMAD3;SMAD4;SMAD2
2838,Human,O14744;P54105;Q9BQA1,PRMT5;CLNS1A;WDR77
2839,Human,P46100;Q9UER7,ATRX;DAXX
2842,Human,O15169;P04637;Q9H2X6;Q9UER7,AXIN1;TP53;HIPK2;DAXX
2844,Human,O15169;P04637;Q9H2X6,AXIN1;TP53;HIPK2
2846,Human,P05106;P06756;P07996,ITGB3;ITGAV;THBS1
2847,Human,O95251;Q9HAF1;Q9NQC1;Q9UNL4,KAT7;MEAF6;JADE2;ING4
2848,Human,O95251;Q92613;Q9HAF1;Q9UNL4,KAT7;JADE3;MEAF6;ING4
2849,Human,P05106;P06756;P48745,ITGB3;ITGAV;CCN3
2850,Human,P02751;P05556;P08648;P48745,FN1;ITGB1;ITGA5;CCN3
2851,Human,A0A024R3R1;O75446;P29374;Q09028;Q13547;Q16576;Q5PSV4;Q92769;Q96ST3;Q9H0E3;Q9H160;Q9H7L9;Q9HCU9,ARID4B;SAP30;ARID4A;RBBP4;HDAC1;RBBP7;BRMS1L;HDAC2;SIN3A;SAP130;ING2;SUDS3;BRMS1
2852,Human,O96019;Q12824;Q8TAQ2;Q92922,ACTL6A;SMARCB1;SMARCC2;SMARCC1
2853,Human,P05556;P08648;P39060,ITGB1;ITGA5;COL18A1
2856,Human,O96019;Q92993;Q96L91;Q9H0E9;Q9H2F5;Q9NPF5;Q9NXR8;Q9UBU8;Q9Y265;Q9Y4A5,ACTL6A;KAT5;EP400;BRD8;EPC1;DMAP1;ING3;MORF4L1;RUVBL1;TRRAP
2857,Human,O95619;O96019;Q52LR7;Q92993;Q96L91;Q9H0E9;Q9H2F5;Q9HAF1;Q9NPF5;Q9NXR8;Q9UBU8;Q9Y230;Q9Y265;Q9Y4A5,YEATS4;ACTL6A;EPC2;KAT5;EP400;BRD8;EPC1;MEAF6;DMAP1;ING3;MORF4L1;RUVBL2;RUVBL1;TRRAP
2858,Human,O95251;Q6IE81;Q8WYH8;Q9HAF1,KAT7;JADE1;ING5;MEAF6
2859,Human,P55201;Q8WYB5;Q8WYH8;Q92794;Q9HAF1,BRPF1;KAT6B;ING5;KAT6A;MEAF6
2861,Human,O00267;P63272,SUPT5H;SUPT4H1
2863,Human,O15269;Q9NUV7,SPTLC1;SPTLC3
2872,Human,P05106;P07359;P08514;P21926;Q08722,ITGB3;GP1BA;ITGA2B;CD9;CD47
2873,Human,O60563;O94992;P50750,CCNT1;HEXIM1;CDK9
2875,Human,O60563;O60885;P50750,CCNT1;BRD4;CDK9
2879,Human,P06239;P06241;P11836,LCK;FYN;MS4A1
2880,Human,P63208;Q13616;Q9UKB1,SKP1;CUL1;FBXW11
2881,Human,P62877;P63208;Q13616;Q9Y297,RBX1;SKP1;CUL1;BTRC
2882,Human,P05106;P08648;P12111,ITGB3;ITGA5;COL6A3
2884,Human,O75251;O75489;O95139;P03886;P56556;Q16795;Q9Y375,NDUFS7;NDUFS3;NDUFB6;MT-ND1;NDUFA6;NDUFA9;NDUFAF1
2885,Human,P05556;P06756;P10451,ITGB1;ITGAV;SPP1
2886,Human,P03886;P03891;P03897;Q9Y375,MT-ND1;MT-ND2;MT-ND3;NDUFAF1
2890,Human,P46531;Q06330;Q92585,NOTCH1;RBPJ;MAML1
2892,Human,P62993;Q13745,GRB2;None
2893,Human,A1Z199;P62993;Q07889,BCR/ABL fu;GRB2;SOS1
2895,Human,P29353;P62993,SHC1;GRB2
2896,Human,P05106;P08514;Q05397;Q08722,ITGB3;ITGA2B;PTK2;CD47
2898,Human,O75306;O75489;Q16795,NDUFS2;NDUFS3;NDUFA9
2901,Human,O75306;O75489;P03886;Q16795,NDUFS2;NDUFS3;MT-ND1;NDUFA9
2903,Human,O43678;O75306;O75489;P03886;Q16795,NDUFA2;NDUFS2;NDUFS3;MT-ND1;NDUFA9
2904,Human,O43181;O43678;O43920;O75251;O75306;O75489;P03886;P19404;P56556;Q16795,NDUFS4;NDUFA2;NDUFS5;NDUFS7;NDUFS2;NDUFS3;MT-ND1;NDUFV2;NDUFA6;NDUFA9
2905,Human,O43181;O43678;O43920;O75251;O75306;O75489;O95139;P03886;P19404;P56556;Q16795,NDUFS4;NDUFA2;NDUFS5;NDUFS7;NDUFS2;NDUFS3;NDUFB6;MT-ND1;NDUFV2;NDUFA6;NDUFA9
2906,Human,O43181;O75251;P19404,NDUFS4;NDUFS7;NDUFV2
2907,Human,P46531;Q06330,NOTCH1;RBPJ
2908,Human,Q06330;Q96T58,RBPJ;SPEN
2909,Human,O43561;P12314;P16885;P43405,LAT;FCGR1A;PLCG2;SYK
2910,Human,P07948;P12314;P16885,LYN;FCGR1A;PLCG2
2911,Human,Q06330;Q13573;Q9Y618,RBPJ;SNW1;NCOR2
2912,Human,P16885;Q13094,PLCG2;LCP2
2913,Human,O43561;P16885,LAT;PLCG2
2914,Human,O00483;O14561;O43674;O43676;O75438;O95139;O95168;O95169;O95178;O95298;O96000;P03905;P03915;P17568;Q9NX14;Q9Y6M9,NDUFA4;NDUFAB1;NDUFB5;NDUFB3;NDUFB1;NDUFB6;NDUFB4;NDUFB8;NDUFB2;NDUFC2;NDUFB10;MT-ND4;MT-ND5;NDUFB7;NDUFB11;NDUFB9
2917,Human,P62993;Q07889,GRB2;SOS1
2918,Human,P12956;P13010;P25490,XRCC6;XRCC5;YY1
2919,Human,O15239;O43677;O43920;O95167;O95299;P03886;P03891;P03897;P03901;P03923;P51970;P56556;Q16795,NDUFA1;NDUFC1;NDUFS5;NDUFA3;NDUFA10;MT-ND1;MT-ND2;MT-ND3;MT-ND4L;MT-ND6;NDUFA8;NDUFA6;NDUFA9
2920,Human,O00217;O43181;O43678;O75251;O75306;O75380;O75489;O95182;P19404;P28331;P49821;P56181;Q16718;Q86Y39;Q9P0J0;Q9UI09,NDUFS8;NDUFS4;NDUFA2;NDUFS7;NDUFS2;NDUFS6;NDUFS3;NDUFA7;NDUFV2;NDUFS1;NDUFV1;NDUFV3;NDUFA5;NDUFA11;NDUFA13;NDUFA12
2921,Human,P56545;Q13363;Q96T58,CTBP2;CTBP1;SPEN
2922,Human,O43561;P19174;P27986;P62993;Q07889,LAT;PLCG1;PIK3R1;GRB2;SOS1
2923,Human,Q13363;Q96T58;Q99708,CTBP1;SPEN;RBBP8
2930,Human,Q06330;Q96T58;Q99708,RBPJ;SPEN;RBBP8
2931,Human,Q06330;Q13363;Q96T58;Q99708,RBPJ;CTBP1;SPEN;RBBP8
2936,Human,P00403;P04406;Q9BQ95;Q9Y375;Q9Y4K3,MT-CO2;GAPDH;ECSIT;NDUFAF1;TRAF6
2937,Human,Q7RTS3;Q99081,PTF1A;TCF12
2938,Human,O75489;Q15388;Q9BQ95,NDUFS3;TOMM20;ECSIT
2939,Human,O15239;P00403;P03886;Q9BQ95;Q9Y375;Q9Y4K3,NDUFA1;MT-CO2;MT-ND1;ECSIT;NDUFAF1;TRAF6
2942,Human,O75489;Q9BQ95;Q9Y375,NDUFS3;ECSIT;NDUFAF1
2943,Human,P03886;Q9Y375,MT-ND1;NDUFAF1
2944,Human,P06239;P27986;P46531,LCK;PIK3R1;NOTCH1
2945,Human,Q06330;Q06587;Q13642,RBPJ;RING1;FHL1
2946,Human,P25490;P46531;Q06330,YY1;NOTCH1;RBPJ
2947,Human,P25490;P46531,YY1;NOTCH1
2948,Human,O43181;O75251;O75306;O75380;O95169;O95299;P19404;P28331;P49821;P56181;Q16795,NDUFS4;NDUFS7;NDUFS2;NDUFS6;NDUFB8;NDUFA10;NDUFV2;NDUFS1;NDUFV1;NDUFV3;NDUFA9
2955,Human,O43561;P06239;P19174;Q13094,LAT;LCK;PLCG1;LCP2
2956,Human,O43561;P19174;P22681,LAT;PLCG1;CBL
2957,Human,O43561;P62993,LAT;GRB2
2958,Human,Q15797;Q92793,SMAD1;CREBBP
2959,Human,P28070;P54368;Q15797,PSMB4;OAZ1;SMAD1
2960,Human,P19174;Q08881;Q13094,PLCG1;ITK;LCP2
2961,Human,P15498;P19174;Q13094,VAV1;PLCG1;LCP2
2962,Human,P46108;P56945;Q14185,CRK;BCAR1;DOCK1
2963,Human,Q08881;Q13094,ITK;LCP2
2966,Human,P63096;P81274;Q14980,GNAI1;GPSM2;NUMA1
2968,Human,O15169;P84022,AXIN1;SMAD3
2970,Human,P42345;Q8N122;Q9BVC4,MTOR;RPTOR;MLST8
2971,Human,P05556;P49767;Q13797,ITGB1;VEGFC;ITGA9
2972,Human,P05556;P15692;Q13797,ITGB1;VEGFA;ITGA9
2975,Human,P28749;P84022;Q14186;Q15329;Q16254,RBL1;SMAD3;TFDP1;E2F5;E2F4
2985,Human,P42345;Q8N122,MTOR;RPTOR
2989,Human,P05556;P78325;Q13797,ITGB1;ADAM8;ITGA9
2992,Human,O15105;Q9HAU4,SMAD7;SMURF2
2996,Human,O15105;Q9HCE7,SMAD7;SMURF1
2997,Human,O15105;P36897;P37173;Q9HCE7,SMAD7;TGFBR1;TGFBR2;SMURF1
2998,Human,O15169;P35222;P49841;Q15172,AXIN1;CTNNB1;GSK3B;PPP2R5A
3004,Human,O15169;P25054;P35222,AXIN1;APC;CTNNB1
3008,Human,P23258;P25054;P46940;Q71U36,TUBG1;APC;IQGAP1;TUBA1A
3011,Human,P25054;P46940;P63000,APC;IQGAP1;RAC1
3012,Human,P25054;P46940;P60953,APC;IQGAP1;CDC42
3015,Human,P24864;P24941;P46527;P61024;P62877;P63208;Q13309;Q13616,CCNE1;CDK2;CDKN1B;CKS1B;RBX1;SKP1;SKP2;CUL1
3025,Human,P10600;P37173,TGFB3;TGFBR2
3026,Human,P01137;P37173,TGFB1;TGFBR2
3028,Human,P10600;P36897;P37173,TGFB3;TGFBR1;TGFBR2
3031,Human,P01137;P36897;P37173,TGFB1;TGFBR1;TGFBR2
3032,Human,P08238;Q15633;Q9UKV8;Q9UPY3,HSP90AB1;TARBP2;AGO2;DICER1
3033,Human,Q5JS54;Q9BT73,PSMG4;PSMG3
3034,Human,O95456;Q969U7,PSMG1;PSMG2
3035,Human,P05556;Q9UHI5,ITGB1;SLC7A8
3036,Human,P61024;P62877;P63208;Q13309;Q13616,CKS1B;RBX1;SKP1;SKP2;CUL1
3038,Human,O75593;Q13485;Q15796,FOXH1;SMAD4;SMAD2
3039,Human,O75593;Q15796,FOXH1;SMAD2
3040,Human,O43324;P07814;P14868;P41252;P47897;P54136;P56192;Q12904;Q13155;Q15046;Q9P2J5,EEF1E1;EPRS1;DARS1;IARS1;QARS1;RARS1;MARS1;AIMP1;AIMP2;KARS1;LARS1
3041,Human,P37173,TGFBR2
3043,Human,P12643;P12644;P36894,BMP2;BMP4;BMPR1A
3044,Human,O75376;P12755;Q13547;Q96ST3,NCOR1;SKI;HDAC1;SIN3A
3045,Human,P09086;P14859;P19838;P25490;Q04206,POU2F2;POU2F1;NFKB1;YY1;RELA
3046,Human,P25490;Q01201,YY1;RELB
3048,Human,Q09028;Q13547;Q16576;Q92769;Q96ST3,RBBP4;HDAC1;RBBP7;HDAC2;SIN3A
3051,Human,P61244;Q05195,MAX;MXD1
3052,Human,P01106;P61244,MYC;MAX
3053,Human,Q13547;Q92769;Q96ST3,HDAC1;HDAC2;SIN3A
3054,Human,Q05195;Q92769;Q96ST3,MXD1;HDAC2;SIN3A
